,Unnamed: 0,Shrt_Desc,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_mg),Manganese_(mg),Selenium_(µg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_mg),Vit_B6_(mg),Folate_Tot_(µg),Folic_Acid_(µg),Food_Folate_(µg),Folate_DFE_(µg),Choline_Tot_ (mg),Vit_B12_(µg),Vit_A_IU,Vit_A_RAE,Retinol_(µg),Alpha_Carot_(µg),Beta_Carot_(µg),Beta_Crypt_(µg),Lycopene_(µg),Lut+Zea_ (µg),Vit_E_(mg),Vit_D_µg,Vit_D_IU,Vit_K_(µg),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg)
812,812,"BEEF,CHUCK FOR STEW,LN & FAT,CHOIC,RAW",72.32,130,21.64,4.81,1.11,0.12,0.0,0.0,13.0,2.09,21.0,217.0,373.0,79.0,5.41,0.084,0.014,23.6,0.0,0.08,0.17,4.887,0.66,0.568,3.0,0.0,3.0,3.0,69.1,2.27,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.18,0.1,4.0,1.5,1.988,2.51,0.31,63.0
912,912,"BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRLD",63.27,187,29.51,6.72,1.2,0.0,0.0,0.0,17.0,2.01,25.0,231.0,369.0,61.0,5.58,0.094,0.011,34.1,0.0,0.07,0.135,7.77,0.517,0.548,9.0,0.0,9.0,9.0,112.4,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.1,4.0,1.4,2.56,2.684,0.259,81.0
213,213,"SOUP,CRM OF ONION,CND,COND",81.0,88,2.2,4.2,2.2,10.4,0.4,3.64,27.0,0.5,5.0,30.0,98.0,637.0,0.12,0.11,0.2,2.3,1.0,0.04,0.06,0.4,0.24,0.02,6.0,0.0,6.0,6.0,11.4,0.04,113.0,28.0,27.0,0.0,13.0,0.0,0.0,10.0,0.43,0.0,0.0,2.2,1.17,1.67,1.16,12.0
649,649,"HADDOCK,RAW",83.38,74,16.32,0.45,1.28,0.0,0.0,0.0,11.0,0.17,21.0,227.0,286.0,213.0,0.32,0.021,0.011,25.9,0.0,0.02,0.057,3.363,0.403,0.281,12.0,0.0,12.0,12.0,65.0,1.83,57.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.45,0.5,18.0,0.1,0.091,0.061,0.166,54.0
174,174,"TURKEY,CND,MEAT ONLY,W/BROTH",66.07,169,23.68,6.86,1.92,1.47,0.0,0.0,12.0,1.86,20.0,162.0,224.0,518.0,2.37,0.074,0.017,25.9,2.0,0.014,0.171,6.622,0.686,0.33,6.0,0.0,6.0,6.0,74.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.3,11.0,0.7,2.0,2.26,1.75,66.0
217,217,"GRVY, CHCKN, CNND BTTLD, RTS",90.3,48,0.71,2.62,1.08,5.29,0.1,0.3,10.0,0.09,3.0,20.0,42.0,389.0,0.08,0.019,0.015,0.4,0.0,0.024,0.053,0.285,0.143,0.025,2.0,0.0,2.0,2.0,3.7,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.6,0.639,1.027,0.407,5.0
228,228,"SOUP,CRM OF MUSHROOM,CND,PREP W/ EQ VOLUME LOFAT (2%) MILK",87.04,65,2.36,3.58,1.26,5.76,0.3,2.82,68.0,0.1,7.0,59.0,103.0,357.0,0.31,0.013,0.025,2.7,0.1,0.026,0.104,0.214,0.255,0.027,3.0,0.0,3.0,3.0,13.2,0.28,102.0,30.0,30.0,0.0,2.0,0.0,0.0,2.0,0.26,0.7,29.0,9.6,1.116,0.877,1.435,4.0
501,501,"CHAYOTE,FRUIT,CKD,BLD,DRND,W/SALT",93.43,22,0.62,0.48,0.97,4.5,2.8,1.89,13.0,0.22,12.0,29.0,173.0,237.0,0.31,0.11,0.169,0.3,8.0,0.026,0.04,0.42,0.408,0.118,18.0,0.0,18.0,18.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,4.7,0.031,0.01,0.065,0.0
351,351,"PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN & FAT,RAW",69.7,170,20.71,9.03,0.96,0.0,0.0,0.0,19.0,0.63,25.0,209.0,343.0,55.0,1.77,0.063,0.007,33.8,0.0,0.485,0.189,6.619,0.704,0.697,0.0,0.0,0.0,0.0,55.8,0.53,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.12,0.5,21.0,0.0,2.993,3.548,1.19,69.0
35,35,"MILK,RED FAT,FLUID,2% MILKFAT,WO/ ADDED VIT A & VIT D",89.21,50,3.3,1.98,0.71,4.8,0.0,5.06,120.0,0.02,11.0,92.0,140.0,47.0,0.48,0.006,0.014,2.5,0.2,0.039,0.185,0.092,0.356,0.038,5.0,0.0,5.0,5.0,16.4,0.53,102.0,28.0,27.0,0.0,7.0,0.0,0.0,0.0,0.03,0.0,1.0,0.2,1.257,0.56,0.073,8.0
98,98,"INF FORMULA, ABBOTT NUTR, SIMILAC, W/ IRON, RTF",87.79,65,1.36,3.55,0.38,6.92,0.0,6.9,51.0,1.18,4.0,28.0,69.0,16.0,0.49,0.059,0.003,1.2,5.9,0.066,0.099,0.69,0.296,0.039,10.0,10.0,0.0,17.0,8.0,0.16,197.0,59.0,59.0,0.0,0.0,0.0,0.0,0.0,1.32,1.0,39.0,5.3,1.237,1.314,0.801,2.0
200,200,"TURKEY,RTL PARTS,BREAST,MEAT & SKN,RAW",70.98,155,21.88,7.45,0.98,0.0,0.0,0.0,9.0,0.77,24.0,176.0,247.0,72.0,1.15,0.054,0.006,20.4,0.0,0.048,0.157,9.4,0.972,0.724,7.0,0.0,7.0,7.0,50.1,1.28,54.0,16.0,16.0,0.0,0.0,0.0,0.0,7.0,0.09,0.3,12.0,0.0,1.756,2.191,1.834,63.0
488,488,"POTATOES,BKD,FLESH & SKN,WO/ SALT",74.89,93,2.5,0.13,1.33,21.15,2.2,1.18,15.0,1.08,28.0,70.0,535.0,10.0,0.36,0.118,0.219,0.4,9.6,0.064,0.048,1.41,0.376,0.311,28.0,0.0,28.0,28.0,14.8,0.0,10.0,1.0,0.0,0.0,6.0,0.0,0.0,30.0,0.04,0.0,0.0,2.0,0.034,0.003,0.057,0.0
789,789,"FAST FOODS,SUBMARINE SNDWCH,HAM ON WHT BRD W/ LTTC & TMT",63.26,151,9.12,2.53,2.17,22.91,1.3,3.54,169.0,1.78,20.0,116.0,367.0,396.0,0.88,0.082,0.302,17.3,0.9,0.377,0.243,4.18,0.435,0.174,72.0,54.0,17.0,109.0,33.2,0.12,41.0,2.0,0.0,0.0,25.0,0.0,167.0,76.0,0.29,0.2,9.0,4.7,0.626,0.763,0.831,12.0
533,533,"MUSHROOMS,OYSTER,RAW",89.18,33,3.31,0.41,1.01,6.09,2.3,1.11,3.0,1.33,18.0,120.0,420.0,18.0,0.77,0.244,0.113,2.6,0.0,0.125,0.349,4.956,1.294,0.11,38.0,0.0,38.0,38.0,48.7,0.0,48.0,2.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.7,29.0,0.0,0.062,0.031,0.123,0.0
292,292,"CHERRIES,SWT,FRZ,SWTND",75.53,89,1.15,0.13,0.83,22.36,2.1,20.26,12.0,0.35,10.0,16.0,199.0,1.0,0.04,0.024,0.109,0.0,1.0,0.027,0.047,0.177,0.127,0.036,4.0,0.0,4.0,4.0,5.6,0.0,189.0,9.0,0.0,0.0,113.0,0.0,0.0,85.0,0.07,0.0,0.0,2.1,0.03,0.036,0.04,0.0
364,364,"PORK,FRSH,SHLDR,ARM PICNIC,LN,CKD,BRSD",63.59,194,26.76,8.87,1.15,0.0,0.0,0.0,16.0,0.97,23.0,254.0,382.0,100.0,3.35,0.109,0.023,31.2,0.0,0.463,0.335,5.538,1.27,0.362,5.0,0.0,5.0,5.0,110.9,0.76,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.29,1.0,42.0,0.0,2.85,3.767,1.859,87.0
892,892,"BEEF,GROUND,95% LN MEAT / 5% FAT,RAW",73.24,137,21.41,5.0,1.05,0.0,0.0,0.0,9.0,2.38,22.0,198.0,346.0,66.0,5.09,0.078,0.01,17.4,0.0,0.041,0.151,5.494,0.652,0.392,5.0,0.0,5.0,5.0,70.9,2.24,14.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.17,0.1,3.0,0.3,2.182,1.994,0.257,62.0
919,919,"SAUCE,SWT & SOUR,RTS",60.27,150,0.27,0.02,1.22,38.22,0.1,18.75,10.0,0.21,8.0,7.0,99.0,371.0,0.09,0.079,0.761,0.4,8.7,0.048,0.019,0.187,0.093,0.053,8.0,0.0,8.0,8.0,2.4,0.0,10.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.01,0.0,0.0,0.2,0.0,0.0,0.0,0.0
80,80,"BABYFOOD,FRUIT,APPLSAUC W/BANANA,JR",83.14,66,0.37,0.1,0.26,16.16,1.6,4.35,5.0,0.24,9.0,12.0,131.0,3.0,0.05,0.04,0.1,0.4,17.3,0.01,0.031,0.163,0.135,0.1,3.0,0.0,3.0,3.0,4.9,0.0,6.0,0.0,0.0,0.0,3.0,2.0,0.0,8.0,0.02,0.0,0.0,0.3,0.04,0.01,0.05,0.0
599,599,"BEVERAGES,CARB,TONIC H2O",91.1,34,0.0,0.0,0.1,8.8,0.0,8.8,1.0,0.01,0.0,0.0,0.0,12.0,0.1,0.006,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,517,"TURNIPS,CKD,BLD,DRND,W/SALT",93.6,22,0.71,0.08,0.55,5.06,2.0,2.99,22.0,0.22,8.0,19.0,135.0,286.0,0.2,0.064,0.1,0.6,11.6,0.027,0.023,0.299,0.142,0.067,9.0,0.0,9.0,9.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.1,0.008,0.005,0.042,0.0
873,873,"BEEF,LN,TP LN STK,BNLESS,LIPON,L & F,1/8"" FAT,CHOIC,GRILLED",54.87,275,25.69,19.19,1.04,0.0,0.0,0.0,14.0,2.47,20.0,212.0,259.0,54.0,4.1,0.064,0.003,24.0,0.0,0.056,0.191,6.734,0.314,0.642,6.0,0.0,6.0,6.0,62.2,1.81,24.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.24,0.1,6.0,1.6,7.505,8.59,0.862,81.0
254,254,"MEATBALLS,FRZ,ITALIAN STYLE",53.67,286,14.4,22.21,2.64,8.06,2.3,3.47,80.0,1.77,31.0,239.0,296.0,666.0,1.66,0.123,0.282,15.3,0.0,0.136,0.23,3.108,0.924,0.202,36.0,0.0,36.0,36.0,45.2,1.0,73.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.42,0.1,2.0,8.2,7.627,9.188,3.346,66.0
899,899,"BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,SEL,CKD,BRLD",65.47,170,29.34,4.96,1.2,0.0,0.0,0.0,21.0,1.81,25.0,238.0,386.0,62.0,5.37,0.08,0.011,36.6,0.0,0.084,0.155,8.574,0.578,0.648,10.0,0.0,10.0,10.0,111.7,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.1,3.0,1.3,1.889,1.98,0.196,77.0
291,291,"CHERRIES,SWT,CND,PITTED,HVY SYRUP PK,SOL & LIQUIDS",77.61,83,0.6,0.15,0.38,21.27,1.4,16.18,9.0,0.35,9.0,18.0,145.0,3.0,0.1,0.142,0.048,0.0,3.6,0.021,0.04,0.396,0.057,0.022,4.0,0.0,4.0,4.0,4.1,0.0,154.0,8.0,0.0,0.0,92.0,0.0,0.0,57.0,0.17,0.0,0.0,0.9,0.034,0.041,0.045,0.0
529,529,"POTATOES,MSHD,HOME-PREPARED,WHL MILK & BUTTER ADDED",75.61,113,1.86,4.22,1.5,16.81,1.5,1.43,24.0,0.26,18.0,45.0,284.0,317.0,0.27,0.138,0.114,0.8,6.0,0.086,0.041,1.072,0.468,0.222,8.0,0.0,8.0,8.0,13.5,0.07,138.0,38.0,37.0,0.0,9.0,0.0,0.0,7.0,0.12,0.2,10.0,2.0,2.613,1.07,0.199,11.0
329,329,"RHUBARB,RAW",93.61,21,0.9,0.2,0.76,4.54,1.8,1.1,86.0,0.22,12.0,14.0,288.0,4.0,0.1,0.021,0.196,1.1,8.0,0.02,0.03,0.3,0.085,0.024,7.0,0.0,7.0,7.0,6.1,0.0,102.0,5.0,0.0,0.0,61.0,0.0,0.0,170.0,0.27,0.0,0.0,29.3,0.053,0.039,0.099,0.0
594,594,"BEVERAGES,CARB,LO CAL,COLA OR PEPPER-TYPE,W/ ASPRT,WO/ CAF",99.74,1,0.12,0.0,0.03,0.12,0.0,0.0,3.0,0.02,0.0,10.0,7.0,4.0,0.01,0.002,0.0,0.1,0.0,0.005,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,260,"CEREALS,OATS,INST,FORT,W/ CINN & SPICE,PREP W/ H2O",76.74,96,2.37,1.21,0.73,18.95,2.0,6.31,61.0,2.11,24.0,80.0,71.0,111.0,0.57,0.082,0.643,1.6,0.0,0.168,0.177,2.155,0.22,0.22,48.0,43.0,4.0,78.0,7.2,0.0,366.0,110.0,110.0,0.0,0.0,0.0,0.0,31.0,0.12,0.0,0.0,0.5,0.191,0.371,0.422,0.0
918,918,"SAUCE,SALSA,VERDE,RTS",89.52,38,1.13,0.89,2.1,6.36,1.9,3.5,9.0,0.65,19.0,41.0,259.0,600.0,0.25,0.081,0.156,0.8,12.3,0.046,0.036,1.615,0.154,0.083,8.0,0.0,8.0,8.0,7.9,0.0,217.0,11.0,0.0,10.0,123.0,5.0,0.0,422.0,0.43,0.0,0.0,13.6,0.0,0.0,0.0,0.0
252,252,"PORK SAUSAGE,LINK/PATTY,RED FAT,UNPREP",64.21,217,16.75,16.55,2.28,0.2,0.0,0.0,15.0,1.46,18.0,153.0,275.0,581.0,2.42,0.088,0.042,22.7,0.0,0.31,0.17,6.187,0.83,0.27,2.0,0.0,2.0,2.0,57.3,1.05,92.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.99,0.4,16.0,0.0,4.368,5.89,3.025,67.0
917,917,"SOUP,WONTON,CHINESE RESTAURANT",91.18,32,2.08,0.26,1.22,5.25,0.2,0.34,5.0,0.21,3.0,18.0,32.0,406.0,0.12,0.024,0.034,1.1,0.7,0.024,0.016,0.58,0.14,0.076,13.0,7.0,6.0,18.0,19.0,0.09,13.0,1.0,1.0,0.0,6.0,0.0,0.0,12.0,0.06,0.0,0.0,0.9,0.062,0.077,0.071,4.0
737,737,"EGG CUSTARDS,DRY MIX,PREP W/ WHL MILK",73.45,122,3.99,4.0,0.97,17.6,0.0,4.82,139.0,0.34,16.0,130.0,207.0,84.0,0.51,0.03,0.007,6.0,0.1,0.061,0.22,0.132,0.699,0.064,9.0,0.0,9.0,9.0,11.8,0.52,182.0,52.0,52.0,0.0,6.0,0.0,0.0,0.0,0.06,1.2,47.0,0.2,2.032,1.127,0.312,51.0
0,0,"CHEESE,COTTAGE,CRMD,LRG OR SML CURD",79.79,98,11.12,4.3,1.41,3.38,0.0,2.67,83.0,0.07,8.0,159.0,104.0,364.0,0.4,0.029,0.002,9.7,0.0,0.027,0.163,0.099,0.557,0.046,12.0,0.0,12.0,12.0,18.4,0.43,140.0,37.0,36.0,0.0,12.0,0.0,0.0,0.0,0.08,0.1,3.0,0.0,1.718,0.778,0.123,17.0
282,282,"BLUEBERRIES,FRZ,SWTND",77.4,85,0.4,0.13,0.12,21.95,2.2,19.72,6.0,0.39,2.0,7.0,60.0,1.0,0.06,0.039,0.262,0.2,1.0,0.02,0.052,0.253,0.125,0.059,7.0,0.0,7.0,7.0,5.5,0.0,49.0,2.0,0.0,0.0,30.0,0.0,0.0,73.0,0.52,0.0,0.0,17.7,0.011,0.018,0.057,0.0
467,467,"SQUASH,SMMR,CROOKNECK & STRAIGHTNECK,CKD,BLD,DRND,WO/ SALT",94.25,23,1.04,0.39,0.53,3.79,1.1,2.48,22.0,0.37,16.0,29.0,177.0,1.0,0.22,0.065,0.157,0.2,11.6,0.043,0.025,0.507,0.323,0.078,23.0,0.0,23.0,23.0,7.9,0.0,1117.0,56.0,0.0,0.0,670.0,0.0,0.0,315.0,0.12,0.0,0.0,4.4,0.064,0.023,0.131,0.0
141,141,"CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,CKD,STWD",60.93,258,22.18,18.14,0.64,0.0,0.0,0.0,18.0,1.22,16.0,120.0,145.0,64.0,1.93,0.063,0.02,19.9,0.0,0.043,0.151,4.343,0.696,0.15,5.0,0.0,5.0,5.0,51.1,0.18,308.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.27,0.1,2.0,4.1,5.02,7.13,4.0,78.0
312,312,"PEARS,CND,H2O PK,SOL&LIQUIDS",91.81,29,0.19,0.03,0.16,7.81,1.6,6.1,4.0,0.21,4.0,7.0,53.0,2.0,0.09,0.051,0.034,0.0,1.0,0.008,0.01,0.054,0.022,0.014,1.0,0.0,1.0,1.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.08,0.0,0.0,0.3,0.002,0.006,0.007,0.0
198,198,"TURKEY,RTL PARTS,BREAST,MEAT & SKN,W/ ADDED SOLN,RAW",72.76,144,20.79,6.75,1.13,0.03,0.0,0.01,9.0,0.43,23.0,171.0,221.0,126.0,1.07,0.043,0.005,20.8,0.0,0.045,0.148,9.171,0.894,0.756,7.0,0.0,7.0,7.0,61.0,0.4,50.0,15.0,15.0,0.0,0.0,0.0,0.0,3.0,0.1,0.3,13.0,0.0,1.24,3.04,2.47,64.0
47,47,ICE CRM COOKIE SNDWCH,48.7,240,3.7,7.4,0.55,39.6,1.2,21.3,73.0,1.1,16.0,54.0,68.0,162.0,0.32,0.106,0.225,3.1,0.0,0.03,0.03,0.237,0.115,0.028,5.0,0.0,5.0,5.0,8.0,0.01,122.0,37.0,37.0,0.0,0.0,0.0,0.0,6.0,0.4,0.0,0.0,1.3,1.663,4.15,0.847,6.0
746,746,"PUDDINGS,VANILLA,DRY MIX,REG,PREP W/ WHL MILK",74.49,113,2.8,2.9,0.9,18.92,0.1,17.09,99.0,0.04,9.0,74.0,119.0,156.0,0.33,0.025,0.005,3.3,0.0,0.036,0.149,0.078,0.326,0.028,4.0,0.0,4.0,4.0,11.2,0.31,141.0,40.0,40.0,0.0,6.0,0.0,0.0,0.0,0.06,1.1,45.0,0.2,1.643,0.714,0.197,9.0
885,885,"BEEF COMP,LN,1/8"" FAT,CHOIC,CKD",61.51,203,28.73,9.16,1.08,0.0,0.0,0.0,11.0,2.49,22.0,197.0,298.0,53.0,5.84,0.085,0.032,33.1,0.0,0.076,0.213,6.148,0.525,0.523,8.0,0.0,8.0,8.0,89.2,1.99,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.27,0.1,3.0,1.5,3.536,4.059,0.455,82.0
513,513,"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,CKD,BLD,DRND,W/SALT",94.25,19,1.04,0.39,0.53,3.79,1.1,2.48,22.0,0.37,16.0,29.0,177.0,237.0,0.22,0.065,0.157,0.2,11.6,0.043,0.025,0.507,0.323,0.078,23.0,0.0,23.0,23.0,7.9,0.0,1117.0,56.0,0.0,0.0,670.0,0.0,0.0,315.0,0.12,0.0,0.0,4.4,0.064,0.023,0.131,0.0
751,751,"ICE CREAMS,VANILLA,LT,NO SUGAR ADDED",65.52,169,3.97,7.45,1.2,21.42,0.0,6.46,136.0,0.19,9.0,75.0,196.0,96.0,0.31,0.03,0.006,1.9,0.9,0.029,0.122,0.074,0.256,0.029,4.0,0.0,4.0,4.0,23.0,0.52,302.0,86.0,85.0,0.0,12.0,0.0,0.0,0.0,0.29,0.1,5.0,2.8,4.048,1.855,0.74,27.0
400,400,"BAMBOO SHOOTS,CND,DRND SOL",94.32,19,1.72,0.4,0.34,3.22,1.4,1.89,8.0,0.32,4.0,25.0,80.0,7.0,0.65,0.114,0.157,0.5,1.1,0.026,0.026,0.14,0.092,0.136,3.0,0.0,3.0,3.0,0.0,0.0,13.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.092,0.009,0.178,0.0
82,82,"BABYFOOD,DSSRT,DUTCH APPL,JR",80.32,79,0.2,0.16,0.14,19.18,1.4,17.89,3.0,0.11,4.0,7.0,67.0,3.0,0.03,0.03,0.02,0.2,18.0,0.01,0.012,0.048,0.017,0.017,0.0,0.0,0.0,0.0,2.5,0.0,18.0,1.0,0.0,0.0,8.0,6.0,0.0,11.0,0.04,0.0,0.0,0.5,0.025,0.006,0.045,0.0
509,509,"POTATOES,BLD,CKD IN SKN,FLESH,W/SALT",76.98,87,1.87,0.1,0.92,20.13,2.0,0.91,5.0,0.31,22.0,44.0,379.0,240.0,0.3,0.188,0.138,0.3,13.0,0.106,0.02,1.439,0.52,0.299,10.0,0.0,10.0,10.0,13.5,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.05,0.0,0.0,2.2,0.026,0.002,0.043,0.0
