,Unnamed: 0,Shrt_Desc,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_mg),Manganese_(mg),Selenium_(µg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_mg),Vit_B6_(mg),Folate_Tot_(µg),Folic_Acid_(µg),Food_Folate_(µg),Folate_DFE_(µg),Choline_Tot_ (mg),Vit_B12_(µg),Vit_A_IU,Vit_A_RAE,Retinol_(µg),Alpha_Carot_(µg),Beta_Carot_(µg),Beta_Crypt_(µg),Lycopene_(µg),Lut+Zea_ (µg),Vit_E_(mg),Vit_D_µg,Vit_D_IU,Vit_K_(µg),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg)
458,458,"POTATOES,FRZ,WHL,UNPREP",79.3,78,2.38,0.16,0.69,17.47,1.2,0.78,8.0,1.01,13.0,32.0,346.0,25.0,0.3,0.094,0.223,0.3,14.2,0.154,0.031,1.68,0.374,0.256,13.0,0.0,13.0,13.0,12.2,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.01,0.0,0.0,1.9,0.041,0.003,0.067,0.0
494,494,"BEANS,SNAP,YEL,CND,REG PK,SOL&LIQUIDS",94.68,15,0.8,0.1,0.92,3.5,1.5,0.62,24.0,0.9,13.0,19.0,98.0,259.0,0.2,0.07,0.335,0.2,3.4,0.025,0.051,0.2,0.106,0.03,18.0,0.0,18.0,18.0,11.8,0.0,83.0,4.0,0.0,0.0,50.0,0.0,0.0,363.0,0.03,0.0,0.0,31.2,0.023,0.004,0.052,0.0
710,710,"BREAD,OAT BRAN,TOASTED",38.5,259,11.4,4.8,1.6,43.7,4.9,8.46,71.0,3.43,34.0,116.0,123.0,387.0,1.05,0.128,0.76,33.0,0.0,0.443,0.343,4.778,0.114,0.04,69.0,50.0,19.0,104.0,16.1,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,48.0,0.48,0.0,0.0,1.3,0.766,1.748,1.861,0.0
43,43,"YOGURT,VANILLA,LOFAT,11 GRAMS PROT PER 8 OZ,FORT W/ VIT D",79.0,85,4.93,1.25,1.02,13.8,0.0,13.8,171.0,0.07,16.0,135.0,219.0,66.0,0.83,0.013,0.004,4.9,0.8,0.042,0.201,0.107,0.552,0.045,11.0,0.0,11.0,11.0,15.2,0.53,43.0,12.0,12.0,0.0,2.0,0.0,0.0,0.0,0.02,1.2,47.0,0.1,0.806,0.343,0.036,5.0
436,436,"ONIONS,FRZ,WHL,UNPREP",90.22,35,0.89,0.06,0.38,8.45,1.7,3.81,36.0,0.46,10.0,23.0,142.0,10.0,0.12,0.05,0.125,0.4,8.0,0.026,0.024,0.175,0.099,0.093,21.0,0.0,21.0,21.0,5.5,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.02,0.0,0.0,0.4,0.011,0.009,0.025,0.0
17,17,"MILK,LO NA,FLUID",88.2,61,3.1,3.46,0.78,4.46,0.0,4.46,101.0,0.05,5.0,86.0,253.0,3.0,0.38,0.01,0.004,2.0,0.9,0.02,0.105,0.043,0.304,0.034,5.0,0.0,5.0,5.0,16.0,0.36,105.0,29.0,28.0,0.0,7.0,0.0,0.0,0.0,0.08,1.3,51.0,0.3,2.154,0.999,0.128,14.0
61,61,"VINEGAR,CIDER",93.81,21,0.0,0.0,0.17,0.93,0.0,0.4,7.0,0.2,5.0,8.0,73.0,5.0,0.04,0.008,0.249,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,140,"CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,CKD,RSTD",53.52,300,25.95,20.97,0.92,0.0,0.0,0.0,21.0,1.42,20.0,154.0,210.0,87.0,2.25,0.076,0.022,22.5,0.0,0.061,0.195,6.718,1.012,0.27,6.0,0.0,6.0,6.0,62.3,0.27,348.0,105.0,105.0,0.0,0.0,0.0,0.0,0.0,0.27,0.1,2.0,4.9,5.82,8.29,4.62,88.0
283,283,"BOYSENBERRIES,FRZ,UNSWTND",85.9,50,1.1,0.26,0.54,12.19,5.3,6.89,27.0,0.85,16.0,27.0,139.0,1.0,0.22,0.08,0.547,0.2,3.1,0.053,0.037,0.767,0.25,0.056,63.0,0.0,63.0,63.0,10.2,0.0,67.0,3.0,0.0,0.0,40.0,0.0,0.0,118.0,0.87,0.0,0.0,7.8,0.009,0.025,0.148,0.0
390,390,"PORK,FRSH,SHDR,(BSTN BT),BLDE(STKS),LN&FT,WADDEDSLN,CKD,BRSD",56.13,263,25.84,16.94,1.19,0.03,0.0,0.0,27.0,1.72,20.0,227.0,370.0,151.0,4.48,0.192,0.012,42.3,0.0,0.406,0.357,3.61,1.329,0.463,0.0,0.0,0.0,0.0,106.2,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,1.1,44.0,0.0,6.288,7.613,2.006,97.0
105,105,"INF FORMULA, ABB NUTR, SIMI,SENS (LACT FRE) RTF,W/ ARA & DHA",87.0,68,1.48,3.74,0.75,7.4,0.0,7.4,58.0,1.24,3.0,39.0,74.0,21.0,0.52,0.06,0.003,1.2,6.0,0.069,0.104,0.726,0.311,0.042,10.0,10.0,0.0,18.0,11.1,0.17,208.0,62.0,62.0,0.0,0.0,0.0,0.0,0.0,0.93,1.0,40.0,5.5,2.43,0.384,0.832,2.0
344,344,"PORK,FRSH,LOIN,BLADE (CHOPS OR ROASTS),BONE-IN,LN&FAT,RAW",67.64,194,19.56,12.27,1.0,0.0,0.0,0.0,35.0,0.66,17.0,207.0,288.0,69.0,2.56,0.082,0.008,29.4,0.0,0.499,0.314,6.704,1.046,0.427,0.0,0.0,0.0,0.0,67.2,0.55,20.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.21,0.7,29.0,0.0,4.27,4.913,1.941,63.0
262,262,"CEREALS,CORN GRITS,WHITE,REG & QUICK,ENR,CKD W/ H2O,W/ SALT",82.93,71,1.71,0.46,0.15,14.76,0.8,0.12,1.0,0.57,7.0,20.0,27.0,223.0,0.18,0.0,0.037,3.1,0.0,0.086,0.058,0.799,0.046,0.046,28.0,14.0,14.0,38.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,0.0,0.0,0.066,0.064,0.165,0.0
701,701,"GAME MEAT,DEER,GROUND,RAW",71.15,157,21.78,7.13,0.88,0.0,0.0,0.0,11.0,2.92,21.0,201.0,330.0,75.0,4.2,0.14,0.014,10.0,0.0,0.547,0.287,5.7,0.69,0.464,4.0,0.0,4.0,4.0,87.9,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,1.2,3.361,1.344,0.394,80.0
865,865,"BEEF,RND,TOP RND RST,BNLESS,LN,0"" FAT,ALL GRDS,CKD,RSTD",64.96,162,30.09,3.77,1.29,0.0,0.0,0.0,16.0,2.89,15.0,272.0,387.0,67.0,4.57,0.059,0.005,27.4,0.0,0.079,0.291,7.978,0.442,0.784,5.0,0.0,5.0,5.0,80.1,2.03,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,1.0,1.9,1.383,1.594,0.275,77.0
68,68,"BABYFOOD,MEAT,LAMB,STR",81.06,87,14.07,3.41,0.6,0.85,0.0,0.0,7.0,1.19,13.0,104.0,193.0,43.0,2.43,0.148,0.037,2.2,1.2,0.02,0.174,2.908,0.112,0.037,0.0,0.0,0.0,0.0,54.7,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.1,4.0,0.6,1.65,1.27,0.31,36.0
245,245,"SOUP,CRM OF CHICK,CND,COND,RED NA",85.8,58,1.8,1.3,1.5,9.5,0.4,0.39,11.0,0.2,2.0,23.0,272.0,357.0,0.13,0.034,0.055,6.3,0.0,0.005,0.022,0.637,0.04,0.012,4.0,0.0,4.0,4.0,8.5,0.05,432.0,25.0,4.0,94.0,205.0,0.0,0.0,7.0,0.08,0.0,0.0,0.7,0.5,0.4,0.4,6.0
644,644,"COD,ATLANTIC,RAW",81.22,82,17.81,0.67,1.16,0.0,0.0,0.0,16.0,0.38,32.0,203.0,413.0,54.0,0.45,0.028,0.015,33.1,1.0,0.076,0.065,2.063,0.153,0.245,7.0,0.0,7.0,7.0,65.2,0.91,40.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.64,0.9,36.0,0.1,0.131,0.094,0.231,43.0
149,149,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,RAW",67.3,214,16.37,15.95,0.81,0.17,0.0,0.0,9.0,0.69,19.0,155.0,203.0,84.0,1.47,0.054,0.016,18.0,0.2,0.073,0.141,4.733,0.994,0.318,4.0,0.0,4.0,4.0,41.6,0.56,92.0,28.0,28.0,0.0,0.0,0.0,0.0,91.0,0.22,0.1,2.0,2.3,4.366,6.619,3.352,93.0
289,289,"CHERRIES,SWT,CND,JUC PK,SOL&LIQUIDS",84.95,54,0.91,0.02,0.31,13.81,1.5,12.31,14.0,0.58,12.0,22.0,131.0,3.0,0.1,0.073,0.061,0.0,2.5,0.018,0.024,0.406,0.127,0.03,4.0,0.0,4.0,4.0,4.7,0.0,125.0,6.0,0.0,0.0,75.0,0.0,0.0,57.0,0.23,0.0,0.0,1.4,0.004,0.005,0.006,0.0
538,538,"BEEF,SHRT LN,T-BONE STK,BN-IN,LN,1/8"" FAT,CHOIC,CKD,GRILLD",60.6,217,27.48,11.05,1.02,0.0,0.0,0.0,19.0,3.57,20.0,210.0,280.0,68.0,4.69,0.079,0.004,30.4,0.0,0.057,0.27,6.292,0.307,0.758,7.0,0.0,7.0,7.0,66.1,1.89,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14,0.1,3.0,1.5,4.6,5.159,0.583,81.0
454,454,"POTATOES,HASH BROWN,FRZ,PLN,PREP,PAN FRIED IN CANOLA OIL",55.95,219,2.65,11.59,1.3,28.51,3.2,0.27,17.0,0.54,28.0,79.0,496.0,15.0,0.38,0.115,0.184,0.5,6.7,0.134,0.033,2.314,0.574,0.236,16.0,0.0,16.0,16.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,18.1,0.934,7.295,2.785,0.0
87,87,"BABYFOOD,APPLS W/HAM,STR",85.3,62,2.6,0.9,0.3,10.9,1.8,7.98,4.0,0.3,7.0,34.0,120.0,9.0,0.4,0.04,0.02,4.6,0.1,0.06,0.06,0.73,0.097,0.07,2.0,0.0,2.0,2.0,11.8,0.02,6.0,0.0,0.0,0.0,3.0,2.0,0.0,14.0,0.07,0.1,3.0,0.5,0.25,0.36,0.111,8.0
19,19,"MILK,CHOC,FLUID,COMM,RED FAT",82.17,76,2.99,1.9,0.81,12.13,0.7,9.55,109.0,0.24,14.0,102.0,169.0,66.0,0.39,0.075,0.062,3.4,0.0,0.045,0.183,0.164,0.539,0.024,2.0,0.0,2.0,2.0,17.1,0.33,227.0,64.0,63.0,0.0,11.0,0.0,0.0,0.0,0.04,1.2,49.0,0.2,1.177,0.455,0.089,8.0
161,161,"DUCK,DOMESTICATED,MEAT ONLY,RAW",73.77,135,18.28,5.95,1.06,0.94,0.0,0.0,11.0,2.4,19.0,203.0,271.0,74.0,1.9,0.253,0.019,13.9,5.8,0.36,0.45,5.3,1.6,0.34,25.0,0.0,25.0,25.0,53.6,0.4,79.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,3.0,2.8,2.32,1.54,0.75,77.0
722,722,"PIE,APPL,COMMLY PREP,ENR FLR",52.2,237,1.9,11.0,0.9,34.0,1.6,15.65,11.0,0.45,7.0,24.0,65.0,201.0,0.16,0.046,0.182,1.0,3.2,0.028,0.027,0.263,0.119,0.038,27.0,23.0,4.0,43.0,7.2,0.01,124.0,32.0,31.0,0.0,9.0,6.0,0.0,9.0,1.52,0.0,0.0,3.5,3.797,4.388,2.198,0.0
337,337,"PORK,FRSH,LEG (HAM),RUMP HALF,LN&FAT,CKD,RSTD",61.92,209,27.03,10.32,1.17,0.0,0.0,0.0,16.0,0.9,25.0,255.0,416.0,77.0,2.31,0.112,0.016,25.0,0.0,0.489,0.379,7.444,0.859,0.501,0.0,0.0,0.0,0.0,92.8,0.67,10.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.27,0.4,17.0,0.0,3.369,4.322,2.198,85.0
881,881,"BEEF,COMP OF RTL CUTS,LN,1/8"" FAT,ALL GRDS,RAW",71.78,140,22.15,5.38,1.06,0.0,0.0,0.0,17.0,1.84,21.0,194.0,316.0,56.0,4.59,0.081,0.029,26.6,0.0,0.085,0.187,6.139,0.552,0.589,9.0,0.0,9.0,9.0,74.7,1.61,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,2.0,1.3,1.974,2.285,0.277,62.0
831,831,"BEEF,PLATE STEAK,BNLESS,INSIDE SKIRT,LN & FAT,0"" FAT,CHOC,RW",66.55,195,20.06,12.78,0.91,0.0,0.0,0.0,6.0,1.7,20.0,144.0,254.0,65.0,5.97,0.084,0.084,23.1,0.0,0.053,0.275,5.076,0.621,0.422,3.0,0.0,3.0,3.0,45.7,2.46,13.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.17,0.1,4.0,1.5,5.034,6.01,0.596,65.0
481,481,"WAXGOURD,(CHINESE PRESERVING MELON),CKD,BLD,DRND,WO/SALT",96.06,14,0.4,0.2,0.3,3.04,1.0,1.18,18.0,0.38,10.0,17.0,5.0,107.0,0.59,0.022,0.056,0.2,10.5,0.034,0.001,0.384,0.121,0.032,4.0,0.0,4.0,4.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,0.08,0.0,0.0,2.8,0.016,0.037,0.088,0.0
597,597,"BEVERAGES,CARB,RED SUGAR,COLA,CONTAINS CAFFEINE & SWEETENERS",94.78,20,0.0,0.0,0.06,5.16,0.0,5.16,2.0,0.02,0.0,11.0,3.0,4.0,0.01,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,310,"OLIVES,RIPE,CND (JUMBO-SUPER COLOSSAL)",84.34,81,0.97,6.87,2.22,5.61,2.5,0.0,94.0,3.32,4.0,3.0,9.0,735.0,0.22,0.226,0.02,0.9,1.5,0.003,0.0,0.022,0.015,0.012,0.0,0.0,0.0,0.0,6.6,0.0,346.0,17.0,0.0,0.0,204.0,8.0,0.0,510.0,1.65,0.0,0.0,1.4,0.909,5.071,0.586,0.0
575,575,"ALCOHOLIC BEV,BEER,REG,ALL",91.96,43,0.46,0.0,0.16,3.55,0.0,0.0,4.0,0.02,6.0,14.0,27.0,4.0,0.01,0.005,0.008,0.6,0.0,0.005,0.025,0.513,0.041,0.046,6.0,0.0,6.0,6.0,10.1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,EGGNOG,82.54,88,4.55,4.19,0.67,8.05,0.0,8.05,130.0,0.2,19.0,109.0,165.0,54.0,0.46,0.013,0.005,4.2,1.5,0.034,0.19,0.105,0.417,0.05,1.0,0.0,1.0,1.0,52.2,0.45,206.0,59.0,58.0,0.0,7.0,0.0,0.0,54.0,0.21,1.2,49.0,0.3,2.591,1.302,0.198,59.0
671,671,"HUMMUS,HOME PREP",64.87,177,4.86,8.59,1.56,20.12,4.0,0.27,49.0,1.56,29.0,110.0,173.0,242.0,1.09,0.224,0.567,2.4,7.9,0.089,0.052,0.399,0.287,0.399,59.0,0.0,59.0,59.0,27.8,0.0,5.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.75,0.0,0.0,3.0,1.141,4.865,2.109,0.0
609,609,"BEVERAGES,COFFEE,BREWED,ESPRESSO,REST-PREP",97.8,9,0.12,0.18,0.23,1.67,0.0,0.0,2.0,0.13,80.0,7.0,115.0,14.0,0.05,0.05,0.05,0.0,0.2,0.001,0.177,5.207,0.028,0.002,1.0,0.0,1.0,1.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.1,0.092,0.0,0.092,0.0
552,552,"BEEF,GROUND,70% LN MEAT / 30% FAT,LOAF,CKD,BKD",58.37,241,23.87,15.37,0.88,0.0,0.0,0.0,33.0,2.27,17.0,166.0,241.0,73.0,5.84,0.079,0.009,19.1,0.0,0.051,0.171,4.026,0.512,0.311,7.0,0.0,7.0,7.0,73.2,2.49,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,2.0,2.9,6.073,7.322,0.408,88.0
362,362,"PORK,FRSH,LOIN,TOP LOIN (ROASTS),BNLESS,LN,CKD,RSTD",65.6,173,27.23,6.28,1.01,0.0,0.0,0.0,6.0,0.64,26.0,227.0,357.0,47.0,2.16,0.079,0.007,35.8,0.0,0.561,0.237,7.277,0.684,0.713,0.0,0.0,0.0,0.0,77.3,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,18.0,0.0,1.927,2.464,0.631,79.0
627,627,"BEVERAGES,CARB,COLA,FAST-FOOD COLA",90.31,37,0.07,0.02,0.04,9.56,0.0,8.97,2.0,0.11,0.0,10.0,2.0,4.0,0.02,0.001,0.002,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,"MILK,WHL,3.25% MILKFAT,W/ ADDED VITAMIN D",88.13,61,3.15,3.25,0.67,4.8,0.0,5.05,113.0,0.03,10.0,84.0,132.0,43.0,0.37,0.025,0.004,3.7,0.0,0.046,0.169,0.089,0.373,0.036,5.0,0.0,5.0,5.0,14.3,0.45,162.0,46.0,45.0,0.0,7.0,0.0,0.0,0.0,0.07,1.3,51.0,0.3,1.865,0.812,0.195,10.0
615,615,"ALCOHOLIC BEVERAGES,WINE,ROSE",86.4,83,0.36,0.0,0.16,3.8,0.0,3.8,10.0,0.2,10.0,18.0,59.0,5.0,0.11,0.005,0.131,0.2,0.0,0.02,0.015,0.09,0.148,0.037,1.0,0.0,1.0,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,464,"SALSIFY,CKD,BLD,DRND,WO/SALT",81.0,68,2.73,0.17,0.74,15.36,3.1,2.9,47.0,0.55,18.0,56.0,283.0,16.0,0.3,0.07,0.21,0.6,4.6,0.056,0.173,0.392,0.276,0.218,15.0,0.0,15.0,15.0,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.3,0.041,0.003,0.074,0.0
104,104,"INF FORM,ABBOT NUT,SIMIL NEOSU,RTF,W/ ARA & DHA",87.0,69,1.92,3.77,0.38,6.94,0.0,6.9,72.0,1.23,6.0,42.0,97.0,23.0,0.82,0.082,0.006,1.6,10.3,0.151,0.102,1.336,0.548,0.068,17.0,17.0,0.0,29.0,11.0,0.27,315.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,1.11,1.2,48.0,7.5,2.447,0.387,0.844,2.0
712,712,"BREAD,OATMEAL,TOASTED",31.2,292,9.2,4.8,2.1,52.7,4.3,8.84,72.0,2.94,41.0,137.0,154.0,486.0,1.11,0.227,1.022,26.7,0.3,0.347,0.235,3.068,0.241,0.067,53.0,32.0,21.0,75.0,15.9,0.02,15.0,5.0,5.0,0.0,0.0,0.0,0.0,75.0,0.53,0.0,0.0,1.7,0.764,1.715,1.85,0.0
793,793,"FAST FOODS,CHSBURGR; DBL,RG PTTY; DBL BN W/ CNDMNT & SPL SAU",50.54,261,11.94,14.1,1.89,21.53,1.4,3.26,127.0,1.4,25.0,136.0,182.0,485.0,2.16,0.131,0.212,25.9,0.3,0.184,0.201,3.63,0.441,0.17,27.0,18.0,9.0,40.0,31.5,1.27,174.0,27.0,22.0,1.0,59.0,2.0,0.0,50.0,0.06,0.1,5.0,16.4,5.045,5.088,3.826,36.0
733,733,"CREAM PUFF,ECLAIR,CUSTARD OR CRM FILLED,ICED",38.64,334,4.41,18.52,1.0,37.43,0.9,22.05,35.0,0.95,10.0,71.0,68.0,265.0,0.45,0.06,0.224,15.5,0.0,0.263,0.241,1.908,0.471,0.041,66.0,49.0,16.0,100.0,44.2,0.17,88.0,23.0,22.0,0.0,1.0,1.0,0.0,86.0,0.95,0.3,11.0,6.7,7.055,6.07,4.173,66.0
637,637,"ALCOHOLIC BEV,DISTILLED,ALL (GIN,RUM,VODKA,WHISKEY) 90 PROOF",62.1,263,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.04,0.0,4.0,2.0,1.0,0.04,0.021,0.018,0.0,0.0,0.006,0.004,0.013,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,25,"MILK SHAKES,THICK VANILLA",74.45,112,3.86,3.03,0.91,17.75,0.0,17.75,146.0,0.1,12.0,115.0,183.0,95.0,0.39,0.051,0.014,2.3,0.0,0.03,0.195,0.146,0.368,0.042,7.0,0.0,7.0,7.0,14.3,0.52,91.0,25.0,25.0,0.0,5.0,0.0,0.0,0.0,0.05,1.2,48.0,0.2,1.886,0.875,0.113,12.0
403,403,"LIMA BNS,IMMAT SEEDS,FRZ,FORDHOOK,UNPREP",72.05,106,6.4,0.35,1.37,19.83,5.5,1.39,24.0,1.51,38.0,74.0,478.0,58.0,0.49,0.062,0.345,1.7,19.3,0.092,0.067,1.187,0.191,0.136,32.0,0.0,32.0,32.0,37.6,0.0,223.0,11.0,0.0,0.0,134.0,0.0,0.0,0.0,0.72,0.0,0.0,5.3,0.081,0.021,0.172,0.0
679,679,"LAMB,DOM,LEG,WHL (SHK&SIRL),LN&FAT,1/4""FAT,CHOIC,CKD,RSTD",57.48,258,25.55,16.48,1.02,0.0,0.0,0.0,11.0,1.98,24.0,191.0,313.0,66.0,4.4,0.115,0.024,27.2,0.0,0.1,0.27,6.59,0.68,0.15,20.0,0.0,20.0,20.0,96.3,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.1,2.0,4.2,6.89,6.96,1.18,93.0
